YEAR,CITY,SPORT,ATHLETE,COUNTRY,GENDER,EVENT,MEDAL
1992,Albertville,Skating,"ALAGULOVA, Yulia",EUN,Women,3000M Relay,Bronze
2006,Turin,Ice Hockey,"KAUTH, Kathleen",USA,Women,Ice Hockey,Bronze
1992,Albertville,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze
1992,Albertville,Biathlon,"BELOVA, Yelena",EUN,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,"BELOVA, Yelena",EUN,Women,7.5KM,Bronze
2006,Turin,Ice Hockey,"KENNEDY, Courtney",USA,Women,Ice Hockey,Bronze
2006,Turin,Curling,"KESHEN, Christine",CAN,Women,Curling,Bronze
2006,Turin,Ice Hockey,"KING, Katie",USA,Women,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"KING, Kristin",USA,Women,Ice Hockey,Bronze
2006,Turin,Skating,"KLASSEN, Cindy",CAN,Women,3000M,Bronze
1992,Albertville,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skating,"KLASSEN, Cindy",CAN,Women,5000M,Bronze
1992,Albertville,Luge,"ERDMANN, Susi-Lisa",GER,Women,Singles,Bronze
1992,Albertville,Skiing,"FERNANDEZ OCHOA, Blanca",ESP,Women,Slalom,Bronze
1992,Albertville,Skating,"GARBRECHT-ENFELDT, Monique",GER,Women,1000M,Bronze
1992,Albertville,Skating,"HASHIMOTO, Seiko",JPN,Women,1500M,Bronze
1992,Albertville,Skiing,"HATTESTAD, Stine Lise",NOR,Women,Moguls,Bronze
1992,Albertville,Skating,"HUNYADY, Emese",AUT,Women,3000M,Bronze
1992,Albertville,Skating,"HWANG, Ok Sil",PRK,Women,500M,Bronze
1992,Albertville,Skating,"ISSAKOVA, Natalia",EUN,Women,3000M Relay,Bronze
2006,Turin,Curling,"KLEIBRINK, Shannon",CAN,Women,Curling,Bronze
2006,Turin,Skating,"LEBLANC-BOUCHER, Anouk",CAN,Women,500M,Bronze
2006,Turin,Skiing,"MALTAIS, Dominique",CAN,Women,Snowboard Cross,Bronze
2006,Turin,Curling,"NIXON, Amy",CAN,Women,Curling,Bronze
1992,Albertville,Skating,"LUDING, Christa",GER,Women,500M,Bronze
1992,Albertville,Skiing,"MASNADA, Florence",FRA,Women,Alpine Combined,Bronze
1992,Albertville,Biathlon,"MELNIKOVA, Elena",EUN,Women,4X7.5KM Relay,Bronze
1992,Albertville,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze
1992,Albertville,Skating,"PECHSTEIN, Claudia",GER,Women,5000M,Bronze
2006,Turin,Ice Hockey,"PARSONS, Sarah",USA,Women,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"POTTER, Jenny",USA,Women,Ice Hockey,Bronze
1992,Albertville,Biathlon,"REZTSOVA, Anfisa",EUN,Women,4X7.5KM Relay,Bronze
2006,Turin,Ice Hockey,"RESOR, Helen",USA,Women,Ice Hockey,Bronze
1992,Albertville,Skiing,"SEIZINGER, Katja",GER,Women,Super-G,Bronze
1992,Albertville,Skiing,"STALLMAIER, Veronika",AUT,Women,Downhill,Bronze
1992,Albertville,Skating,"TROITSKAYA, Viktoria",EUN,Women,3000M Relay,Bronze
2006,Turin,Ice Hockey,"RUGGIERO, Angela",USA,Women,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"STEPHENS, Kelly",USA,Women,Ice Hockey,Bronze
1992,Albertville,Skating,"USOVA, Maya",EUN,Women,Ice Dancing,Bronze
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,15KM Mass Start,Bronze
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,30KM,Bronze
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,5KM,Bronze
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,Combined 5KM + 10KM Pursuit,Bronze
1992,Albertville,Skiing,"VANZETTA, Bice",ITA,Women,4X5KM Relay,Bronze
1992,Albertville,Skating,"VLASOVA, Yulia",EUN,Women,3000M Relay,Bronze
2006,Turin,Ice Hockey,"WALL, Lyndsay",USA,Women,Ice Hockey,Bronze
2006,Turin,Ice Hockey,"WENDELL, Krissy",USA,Women,Ice Hockey,Bronze
2010,Vancouver,Skiing,"BAHRKE, Shannon",USA,Women,Moguls,Bronze
2010,Vancouver,Skating,"BAVER, Allison",USA,Women,3000M Relay,Bronze
2010,Vancouver,Skiing,"CLARK, Kelly",USA,Women,Half-Pipe,Bronze
2010,Vancouver,Skating,"DERRICK, Kimberly",USA,Women,3000M Relay,Bronze
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,Combined 5KM + 10KM Pursuit,Bronze
2010,Vancouver,Skating,"DUDEK, Alyson",USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,"GEHRING, Lana",USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,"GROVES, Kristina",CAN,Women,3000M,Bronze
2010,Vancouver,Skating,"HUGHES, Clara",CAN,Women,5000M,Bronze
1994,Lillehammer,Biathlon,"BRIAND BOUTHIAUX, Anne",FRA,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,"BURLET, Delphyne",FRA,Women,4X7.5KM Relay,Bronze
2010,Vancouver,Bobsleigh,"MEYERS, Elana",USA,Women,Two-Man,Bronze
2010,Vancouver,Bobsleigh,"PAC, Erin",USA,Women,Two-Man,Bronze
1994,Lillehammer,Skating,"CHEN, Lu",CHN,Women,Individual,Bronze
1994,Lillehammer,Biathlon,"CLAUDEL, Veronique",FRA,Women,4X7.5KM Relay,Bronze
2010,Vancouver,Skating,"REUTTER, Katherine",USA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,"ROCHETTE, Joannie",CAN,Women,Individual,Bronze
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze
1994,Lillehammer,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze
1994,Lillehammer,Skiing,"DOVZAN, Alenka",SLO,Women,Alpine Combined,Bronze
1994,Lillehammer,Skiing,"GAVRILJUK, Nina",RUS,Women,15KM Mass Start,Bronze
2010,Vancouver,Skiing,"VONN, Lindsey",USA,Women,Super-G,Bronze
1994,Lillehammer,Skating,"KIM, So-Hee",KOR,Women,1000M,Bronze
1994,Lillehammer,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,30KM,Bronze
1994,Lillehammer,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,5KM,Bronze
1994,Lillehammer,Skiing,"KOREN, Katja",SLO,Women,Slalom,Bronze
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Downhill,Bronze
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Super-G,Bronze
1994,Lillehammer,Skiing,"KOZHEVNIKOVA, Yelizaveta",RUS,Women,Moguls,Bronze
2014,Sochi,Skating,"CASTELLI, Marissa",USA,Women,Team,Bronze
2014,Sochi,Skiing,"CLARK, Kelly",USA,Women,Half-Pipe,Bronze
1994,Lillehammer,Skiing,"LID, Hilde Synnove",NOR,Women,Aerials,Bronze
2014,Sochi,Skating,"DAVIS, Meryl",USA,Women,Team,Bronze
1994,Lillehammer,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,1500M,Bronze
1994,Lillehammer,Biathlon,"NIOGRET, Corinne",FRA,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skating,"PECHSTEIN, Claudia",GER,Women,3000M,Bronze
2014,Sochi,Bobsleigh,"EVANS, Aja",USA,Women,Two-Woman,Bronze
2014,Sochi,Skating,"GOLD, Gracie",USA,Women,Team,Bronze
2014,Sochi,Bobsleigh,"GREUBEL, Jamie",USA,Women,Two-Woman,Bronze
1994,Lillehammer,Skating,"SCHENK, Franziska",GER,Women,500M,Bronze
1994,Lillehammer,Skiing,"SCHNEIDER, Vreni",SUI,Women,Giant Slalom,Bronze
2014,Sochi,Luge,"HAMLIN, Erin",USA,Women,Singles,Bronze
2014,Sochi,Skiing,"KEARNEY, Hannah",USA,Women,Moguls,Bronze
1994,Lillehammer,Luge,"TAGWERKER, Andrea",AUT,Women,Singles,Bronze
1994,Lillehammer,Skating,"TORVILL, Jayne",GBR,Women,Ice Dancing,Bronze
1994,Lillehammer,Biathlon,"TSERBE-NESSINA, Valentyna",UKR,Women,7.5KM,Bronze
2014,Sochi,Skiing,"LAMARRE, Kim",CAN,Women,Ski Slopestyle,Bronze
2014,Sochi,Skiing,"MANCUSO, Julia",USA,Women,Super Combined,Bronze
1994,Lillehammer,Skiing,"VANZETTA, Bice",ITA,Women,4X5KM Relay,Bronze
1994,Lillehammer,Skating,"YAMAMOTO, Hiromi",JPN,Women,5000M,Bronze
1994,Lillehammer,Skating,"YE, Qiaobo",CHN,Women,1000M,Bronze
2014,Sochi,Skating,"WAGNER, Ashley",USA,Women,Team,Bronze
1998,Nagano,Biathlon,"ANDREASSEN, Gunn Margit",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Skating,"ANISSINA, Marina",FRA,Women,Ice Dancing,Bronze
1998,Nagano,Biathlon,"APEL, Katrin",GER,Women,7.5KM,Bronze
1998,Nagano,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze
1998,Nagano,Skiing,"BRAND, Colette",SUI,Women,Aerials,Bronze
1998,Nagano,Skating,"CHEN, Lu",CHN,Women,Individual,Bronze
1998,Nagano,Skating,"CHUN, Lee-Kyung",KOR,Women,500M,Bronze
1998,Nagano,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze
1998,Nagano,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze
1998,Nagano,Ice Hockey,"FISK, Sari",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,3000M,Bronze
1998,Nagano,Skiing,"GERG, Hilde",GER,Women,Alpine Combined,Bronze
1998,Nagano,Curling,"GUSTAFSON, Elisabet",SWE,Women,Curling,Bronze
1998,Nagano,Ice Hockey,"HANNINEN, Kirsi",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"HUOTARI, Satu",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"IHALAINEN, Marianne",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"IKONEN, Johanna",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skiing,"KOECK, Brigitte",AUT,Women,Giant-Slalom,Bronze
1998,Nagano,Ice Hockey,"KROOKS, Sari",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"LANKOSAARI, Sanna",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skiing,"LAZUTINA, Larissa",RUS,Women,30KM,Bronze
1998,Nagano,Ice Hockey,"LEHTD, Katja",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"LEHTIMAKI, Marika",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Curling,"LINDAHL, Margaretha",SWE,Women,Curling,Bronze
1998,Nagano,Curling,"MARMONT, Louise",SWE,Women,Curling,Bronze
1998,Nagano,Skiing,"MASNADA, Florence",FRA,Women,Downhill,Bronze
1998,Nagano,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Super-G,Bronze
1998,Nagano,Skiing,"MOEN, Anita",NOR,Women,15KM Mass Start,Bronze
1998,Nagano,Skiing,"MORODER, Karin",ITA,Women,4X5KM Relay,Bronze
1998,Nagano,Skiing,"NEUMANNOVA, Katerina",CZE,Women,Combined 5KM + 10KM Pursuit,Bronze
1998,Nagano,Luge,"NEUNER, Angelika",AUT,Women,Singles,Bronze
1998,Nagano,Ice Hockey,"NIEMINEN, Riikka",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Curling,"NYBERG, Katarina",SWE,Women,Curling,Bronze
1998,Nagano,Skating,"OKAZAKI, Tomomi",JPN,Women,500M,Bronze
1998,Nagano,Ice Hockey,"PALVILA, Marja-Helena",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze
1998,Nagano,Curling,"PERSSON, Elisabeth",SWE,Women,Curling,Bronze
1998,Nagano,Biathlon,"POIREE, Liv Grete",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Skating,"PROKASHEVA, Lyudmila",KAZ,Women,5000M,Bronze
1998,Nagano,Ice Hockey,"PUPUTTI, Tuula",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"RANTAMAKI, Karoliina",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"REIMA, Tiia",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"RIIPI, Katja",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,"SALO, Paivi",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skiing,"SEIZINGER, Katja",GER,Women,Giant Slalom,Bronze
1998,Nagano,Ice Hockey,"SELIN, Maria",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Biathlon,"SIKVELAND, Annette",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Skiing,"SKARI, Bente",NOR,Women,5KM,Bronze
1998,Nagano,Biathlon,"SKJELBREID, Ann Elen",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Ice Hockey,"SNECK, Liisa-Maria",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skiing,"STEGGALL, Zali",AUS,Women,Slalom,Bronze
1998,Nagano,Skiing,"TRAA, Kari",NOR,Women,Moguls,Bronze
1998,Nagano,Ice Hockey,"VAARAKALLIO, Petra",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Skating,"WON, Hye-Kyung",KOR,Women,1000M,Bronze
1998,Nagano,Skating,"WOTZEL, Mandy",GER,Women,Pairs,Bronze
2002,Salt Lake City,Ice Hockey,"AHLEN, Annica",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Biathlon,"AKHATOVA, Albina",RUS,Women,4X7.5KM Relay,Bronze
2002,Salt Lake City,Skiing,"ALBRECHT LORETAN, Brigitte",SUI,Women,4X5KM Relay,Bronze
2002,Salt Lake City,Ice Hockey,"ALMBLAD, Lotta",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"ANDERSSON, Anna",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"ANDERSSON, Gunilla",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"BAUER, Viola",GER,Women,5Km Pursuit,Bronze
2002,Salt Lake City,Skiing,"BELMONDO, Stefania",ITA,Women,10KM,Bronze
2002,Salt Lake City,Ice Hockey,"BERGGREN, Emelie",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"BERGSTRAND, Kristina",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Bobsleigh,"COOMBER, Alex",GBR,Women,Individual,Bronze
2002,Salt Lake City,Ice Hockey,"EDSTRAND, Ann-Louise",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"ELFSBERG, Joa",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Bobsleigh,"ERDMANN, Susi-Lisa",GER,Women,Two-Man,Bronze
2002,Salt Lake City,Skiing,"ERTL, Martina",GER,Women,Alpine Combined,Bronze
2002,Salt Lake City,Biathlon,"FORSBERG, Magdalena",SWE,Women,15KM,Bronze
2002,Salt Lake City,Biathlon,"FORSBERG, Magdalena",SWE,Women,7.5KM,Bronze
2002,Salt Lake City,Skating,"FUSAR POLI, Barbara",ITA,Women,Ice Dancing,Bronze
2002,Salt Lake City,Skiing,"GOETSCHL, Renate",AUT,Women,Downhill,Bronze
2002,Salt Lake City,Bobsleigh,"HERSCHMANN, Nicole",GER,Women,Two-Man,Bronze
2002,Salt Lake City,Ice Hockey,"HOLST, Erika",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"HUBER, Andrea",SUI,Women,4X5KM Relay,Bronze
2002,Salt Lake City,Biathlon,"ISHMOURATOVA, Svetlana",RUS,Women,4X7.5KM Relay,Bronze
2002,Salt Lake City,Ice Hockey,"JANSSON, Nanna",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Biathlon,"KOUKLEVA, Galina",RUS,Women,4X7.5KM Relay,Bronze
2002,Salt Lake City,Luge,"KRAUSHAAR, Silke",GER,Women,Singles,Bronze
2002,Salt Lake City,Ice Hockey,"LARSSON, Maria",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"LEONARDI CORTESI, Natascia",SUI,Women,4X5KM Relay,Bronze
2002,Salt Lake City,Ice Hockey,"LINDBERG, Ylva",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"LINDSTROM, Ulrica",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"MARTIN, Kim",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"MOEN, Anita",NOR,Women,Sprint 1.5KM,Bronze
2002,Salt Lake City,Skiing,"NEF, Sonja",SUI,Women,Giant Slalom,Bronze
2002,Salt Lake City,Biathlon,"NIKOULTCHINA, Irina",BUL,Women,10KM Pursuit,Bronze
2002,Salt Lake City,Skiing,"PAERSON, Anja",SWE,Women,Slalom,Bronze
2002,Salt Lake City,Ice Hockey,"PETTERSSON, Josefin",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"PUTZER, Karen",ITA,Women,Super-G,Bronze
2002,Salt Lake City,Biathlon,"PYLEVA, Olga",RUS,Women,4X7.5KM Relay,Bronze
2002,Salt Lake City,Skating,"RADANOVA, Evgenia",BUL,Women,1500M,Bronze
2002,Salt Lake City,Skiing,"REUTELER, Fabienne",SUI,Women,Half-Pipe,Bronze
2002,Salt Lake City,Skiing,"ROCHAT, Laurence",SUI,Women,4X5KM Relay,Bronze
2002,Salt Lake City,Ice Hockey,"ROOTH, Maria",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"RUNDQVIST, Danijela",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,"SAMUELSSON, Evelina",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"SATOYA, Tae",JPN,Women,Moguls,Bronze
2002,Salt Lake City,Skating,"SHEN, Xue",CHN,Women,Pairs,Bronze
2002,Salt Lake City,Ice Hockey,"SJOLANDER, Therese",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skiing,"SKARI, Bente",NOR,Women,30KM,Bronze
2002,Salt Lake City,Skiing,"TCHEPALOVA, Julija",RUS,Women,15KM Mass Start,Bronze
2002,Salt Lake City,Skiing,"TRETTEL, Lidia",ITA,Women,Giant Parallel Slalom,Bronze
2002,Salt Lake City,Ice Hockey,"VIKMAN, Anna",SWE,Women,Ice Hockey,Bronze
2002,Salt Lake City,Skating,"VOELKER, Sabine",GER,Women,500M,Bronze
2002,Salt Lake City,Skating,"WANG, Chunlu",CHN,Women,500M,Bronze
2002,Salt Lake City,Skating,"YANG (S), Yang",CHN,Women,1000M,Bronze
2006,Turin,Skating,"ABRAMOVA, Yekaterina",RUS,Women,Team Pursuit,Bronze
2006,Turin,Biathlon,"AKHATOVA, Albina",RUS,Women,10KM Pursuit,Bronze
2006,Turin,Biathlon,"AKHATOVA, Albina",RUS,Women,15KM,Bronze
2006,Turin,Biathlon,"BAILLY, Sandrine",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Skating,"BARYSHEVA, Varvara",RUS,Women,Team Pursuit,Bronze
2006,Turin,Biathlon,"BAVEREL-ROBERT, Florence",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Biathlon,"BECAERT, Sylvie",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Skiing,"BUAAS, Kjersti",NOR,Women,Half-Pipe,Bronze
2006,Turin,Skiing,"CAMPLIN, Alisa",AUS,Women,Aerials,Bronze
2006,Turin,Skating,"CAPURSO, Marta",ITA,Women,3000M Relay,Bronze
2006,Turin,Skiing,"CONFORTOLA, Antonella",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Biathlon,"DISL, Uschi",GER,Women,12.5KM Mass Start,Bronze
2006,Turin,Biathlon,"EFREMOVA, Lilia",UKR,Women,7.5KM,Bronze
2006,Turin,Skiing,"FOLLIS, Arianna",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skating,"FONTANA, Arianna",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,1000M,Bronze
2006,Turin,Skating,"GRUSHINA, Elena",UKR,Women,Ice Dancing,Bronze
2006,Turin,Luge,"HUEFNER, Tatjana",GER,Women,Singles,Bronze
2006,Turin,Bobsleigh,"ISACCO, Jennifer",ITA,Women,Two-Man,Bronze
2006,Turin,Skiing,"KOWALCZYK, Justyna",POL,Women,30KM,Bronze
2006,Turin,Skiing,"KUITUNEN, Virpi",FIN,Women,Team Sprint,Bronze
2006,Turin,Skiing,"LAOURA, Sandra",FRA,Women,Moguls,Bronze
2006,Turin,Skating,"LIKHACHOVA, Galina",RUS,Women,Team Pursuit,Bronze
2006,Turin,Skating,"LOBYSHEVA, Yekaterina",RUS,Women,Team Pursuit,Bronze
2006,Turin,Skiing,"MEDVEDEVA-ABRUZOVA, Evgenia",RUS,Women,Combined 7.5 + 7.5Km Mass Start,Bronze
2006,Turin,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Super-G,Bronze
2006,Turin,Skiing,"OTTOSSON, Anna",SWE,Women,Giant Slalom,Bronze
2006,Turin,Skiing,"PAERSON, Anja",SWE,Women,Alpine Combined,Bronze
2006,Turin,Skiing,"PAERSON, Anja",SWE,Women,Downhill,Bronze
2006,Turin,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skiing,"PEDERSEN, Hilde G",NOR,Women,10KM,Bronze
2006,Turin,Biathlon,"PERETTO, Delphyne",FRA,Women,4X6KM Relay,Bronze
2006,Turin,Skating,"REN, Hui",CHN,Women,500M,Bronze
2006,Turin,Skiing,"SAARINEN, Aino Kaisa",FIN,Women,Team Sprint,Bronze
2006,Turin,Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Bronze
2006,Turin,Skating,"SHEN, Xue",CHN,Women,Pairs,Bronze
2006,Turin,Skiing,"SIDKO, Alena",RUS,Women,Sprint 1.5KM,Bronze
2006,Turin,Skating,"SLUTSKAYA, Irina",RUS,Women,Individual,Bronze
2006,Turin,Skiing,"VALBUSA, Sabina",ITA,Women,4X5KM Relay,Bronze
2006,Turin,Skating,"VYSOKOVA, Svetlana",RUS,Women,Team Pursuit,Bronze
2006,Turin,Skating,"WANG, Meng",CHN,Women,1500M,Bronze
2006,Turin,Bobsleigh,"WEISSENSTEINER, Gerda",ITA,Women,Two-Man,Bronze
2006,Turin,Skating,"WUST, Ireen",NED,Women,1500M,Bronze
2006,Turin,Skating,"YANG (A), Yang",CHN,Women,1000M,Bronze
2006,Turin,Skating,"ZINI, Katia",ITA,Women,3000M Relay,Bronze
2006,Turin,Skating,"ZINI, Mara",ITA,Women,3000M Relay,Bronze
2010,Vancouver,Skating,"BACHLEDA-CURUS, Katarzyna",POL,Women,Team Pursuit,Bronze
2010,Vancouver,Biathlon,"BECK, Martina",GER,Women,4X6KM Relay,Bronze
2010,Vancouver,Skiing,"BJOERGEN, Marit",NOR,Women,10KM,Bronze
2010,Vancouver,Biathlon,"BRUNET, Marie Laure",FRA,Women,10KM Pursuit,Bronze
2010,Vancouver,Skating,"DOMNINA, Oksana",RUS,Women,Ice Dancing,Bronze
2010,Vancouver,Biathlon,"DOMRACHEVA, Darya",BLR,Women,15KM,Bronze
2010,Vancouver,Biathlon,"DORIN, Marie",FRA,Women,7.5KM,Bronze
2010,Vancouver,Skating,"FONTANA, Arianna",ITA,Women,500M,Bronze
2010,Vancouver,Luge,"GEISENBERGER, Natalie",GER,Women,Singles,Bronze
2010,Vancouver,Skiing,"GOERGL, Elisabeth",AUT,Women,Downhill,Bronze
2010,Vancouver,Skiing,"GOERGL, Elisabeth",AUT,Women,Giant Slalom,Bronze
2010,Vancouver,Skiing,"GUO, Xinxin",CHN,Women,Aerials,Bronze
2010,Vancouver,Biathlon,"HAUSWALD, Simone",GER,Women,12.5KM Mass Start,Bronze
2010,Vancouver,Biathlon,"HAUSWALD, Simone",GER,Women,4X6KM Relay,Bronze
2010,Vancouver,Ice Hockey,"HELIN, Anne",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Biathlon,"HENKEL, Andrea",GER,Women,4X6KM Relay,Bronze
2010,Vancouver,Ice Hockey,"HIIRIKOSKI, Jenni",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,"HOVI, Venla",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Bobsleigh,"HUBER, Anja",GER,Women,Individual,Bronze
2010,Vancouver,Skiing,"JOSSERAND, Marion",FRA,Women,Ski Cross,Bronze
2010,Vancouver,Ice Hockey,"KARVINEN, Michelle",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Skiing,"KHAZOVA, Irina",RUS,Women,Team Sprint,Bronze
2010,Vancouver,Skiing,"KOROSTELEVA, Natalia",RUS,Women,Team Sprint,Bronze
2010,Vancouver,Skiing,"KOWALCZYK, Justyna",POL,Women,Combined 7.5 + 7.5Km Mass Start,Bronze
2010,Vancouver,Skiing,"KREINER, Marion",AUT,Women,Giant Parallel Slalom,Bronze
2010,Vancouver,Ice Hockey,"KUISMA, Mira",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Skiing,"KUITUNEN, Virpi",FIN,Women,4X5KM Relay,Bronze
2010,Vancouver,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,"LINDSTEDT, Rosa",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Curling,"LIU, Jinli",CHN,Women,Curling,Bronze
2010,Vancouver,Curling,"LIU, Yin",CHN,Women,Curling,Bronze
2010,Vancouver,Skiing,"MAJDIC, Petra",SLO,Women,Sprint 1.5KM,Bronze
2010,Vancouver,Ice Hockey,"MERTANEN, Terhi",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Skiing,"MURANEN, Pirjo",FIN,Women,4X5KM Relay,Bronze
2010,Vancouver,Skiing,"NOBS, Olivia",SUI,Women,Snowboard Cross,Bronze
2010,Vancouver,Skiing,"PAERSON, Anja",SWE,Women,Super Combined,Bronze
2010,Vancouver,Skating,"PARK, Seung-Hi",KOR,Women,1000M,Bronze
2010,Vancouver,Skating,"PARK, Seung-Hi",KOR,Women,1500M,Bronze
2010,Vancouver,Ice Hockey,"PELTTARI, Heidi",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,"POSA, Mariia",FIN,Women,Ice Hockey,Bronze
2010,Vancouver,Ice Hockey,"RAJAHUHTA, Annina",FIN,Women,Ice Hockey,Bronze
